"source","code","test_name","unit","loinc","default_unit"
"EPIC","10125","T. VULGARIS",NA,"5378-5","u/mL"
"EPIC","10126","S. VIRIDIS",NA,"5336-3",NA
"EPIC","10129","CARNITINE,FREE","umol/L","14286-9","umol/L"
"EPIC","10129","CARNITINE,FREE",NA,"14286-9","umol/L"
"EPIC","10130","CARNITINE ESTERS","umol/L","19074-4","umol/L"
"EPIC","10131","MUGWORT (W6) IGE","kU/L","6183-8","kIU/L"
"EPIC","10131","MUGWORT (W6) IGE",NA,"6183-8","kIU/L"
"EPIC","10140","5-HIAA,24HR URINE",NA,"1695-6","mg/24 H"
"EPIC","10142","5-HYDROXYINDOLEACETATE,UR","mg/24hrs","1695-6","mg/24 H"
"EPIC","10171","COLOR",NA,"5778-6",NA
"EPIC","10176","VCA IGG",NA,"7885-7","arb U/mL"
"EPIC","10178","DATE OF BIRTH",NA,"21112-8","MMDDYY"
"EPIC","10179","TOTAL VOLUME","mL","3169-0","mL"
"EPIC","10179","TOTAL VOLUME","mL/24 h","3170-8","mL/24 H"
"EPIC","10179","TOTAL VOLUME",NA,"3169-0","mL"
"EPIC","10181","METANEPHRINES,FRAC,RND UR",NA,"68317-7",NA
"EPIC","10182","NORMETANEPHRINE","mcg/g creat","13771-1","ug/g creatinine"
"EPIC","10183","METANEPHRINES, TOTAL","mcg/g creat","13771-1","ug/g creatinine"
"EPIC","10184","CREATININE RANDOM URINE","mg/dL","2161-8","mg/dL"
"EPIC","10192","AMIKACIN",NA,"18860-7",NA
"EPIC","10193","AMOXICILLIN/CLA",NA,"18862-3",NA
"EPIC","10194","AMPICILLIN",NA,"18865-6",NA
"EPIC","10202","LEVOFLOXACIN",NA,"20629-2",NA
"EPIC","10203","NITROFURANTOIN",NA,"18955-5",NA
"EPIC","10204","TOBRAMYCIN",NA,"18996-9",NA
"EPIC","10205","TRIMETHOPRIM/SU",NA,"18998-5",NA
"EPIC","10206","PIPERACILLIN/TA",NA,"18970-4",NA
"EPIC","10207","ALDOSTERONE 24HR,UR",NA,"1765-7","ug/24 H"
"EPIC","10209","AMPHIPHYSIN, AB",NA,"33927-5","titer"
"EPIC","10213","ADRENAL AB TITER",NA,"5043-5","titer"
"EPIC","10223","CK-MB","%","49136-5","%"
"EPIC","10224","CK-MM","%","15049-0","%"
"EPIC","10224","CK-MM",NA,"15049-0","%"
"EPIC","10225","ALPHA-FETOPROTEIN/AFP-L3",NA,"42332-7","%"
"EPIC","10226","AFP","ng/mL","1834-1","ng/mL"
"EPIC","10229","A.NIGER (M207) IGE","kU/L","6830-4","kU/L"
"EPIC","10232","IGG SUBCLASS 2","mg/dL","2467-9","mg/dL"
"EPIC","10233","IGG SUBCLASS 3","mg/dL","2468-7","mg/dL"
"EPIC","10234","IGG SUBCLASS 4","mg/dL","2469-5","mg/dL"
"EPIC","10246","CITRIC ACID, URINE","mg/L","2128-7","ug/mL"
"EPIC","10247","SQUID (F258) IGE","kU/L","6858-5","kIU/L"
"EPIC","10251","C. TRACH AB INTERP",NA,"44079-2",NA
"EPIC","10256","CLOZAPINE",NA,"6896-5","ug/L"
"EPIC","10257","NORCLOZAPINE","mcg/L","10992-6","ng/mL"
"EPIC","10257","NORCLOZAPINE","ng/mL","10992-6","ng/mL"
"EPIC","10281","AMYLASE, SERUM","U/L","1798-8","U/L"
"EPIC","10288","B. HENSELAE AB IGG SCREEN",NA,"22110-1","titer"
"EPIC","10289","B. HENSELAE AB IGM SCREEN",NA,"22111-9","titer"
"EPIC","10294","MUSHROOM IGE","kU/L","6848-6","kIU/L"
"EPIC","10297","CREATININE RANDOM URINE","mg/dL","2161-8","mg/dL"
"EPIC","10299","CREATININE, RANDOM URINE","mg/dL","2161-8","mg/dL"
"EPIC","10318","BANDS PRESENT",NA,"34524-9",NA
"EPIC","10322","ANCA SCREEN",NA,"29641-8",NA
"EPIC","10323","P-ANCA TITER",NA,"14278-6","titer"
"EPIC","10325","ATYPICAL P-ANCA TITER","titer","49503-6","titer"
"EPIC","10325","ATYPICAL P-ANCA TITER",NA,"49503-6","titer"
"EPIC","10326","MYELOPEROXIDASE AB","AI","6969-0","U/mL"
"EPIC","10326","MYELOPEROXIDASE AB","U/mL","6969-0","U/mL"
"EPIC","10326","MYELOPEROXIDASE AB",NA,"6969-0","U/mL"
"EPIC","10327","PROTEINASE-3 AB","AI","6968-2","U/mL"
"EPIC","10327","PROTEINASE-3 AB","U/mL","6968-2","U/mL"
"EPIC","10327","PROTEINASE-3 AB",NA,"6968-2","U/mL"
"EPIC","10328","ASCA IGG","U","35538-8","ug/mL"
"EPIC","10328","ASCA IGG",NA,"35538-8","ug/mL"
"EPIC","10329","ASCA IGA","U","31032-6","units"
"EPIC","10329","ASCA IGA",NA,"31032-6","units"
"EPIC","10339","TOTAL VOLUME","mL","3169-0","mL"
"EPIC","10340","CORTISOL, FREE, URINE","mcg/24 h","2147-7","ug/24 H"
"EPIC","10340","CORTISOL, FREE, URINE",NA,"11040-3","ug/dL"
"EPIC","10341","VMA, URINE-RANDOM","g/24 h","9624-8","mg/dL"
"EPIC","10341","VMA, URINE-RANDOM",NA,"9624-8","mg/dL"
"EPIC","10344","CREATININE, RANDOM URINE","mg/dL","2161-8","mg/dL"
"EPIC","10346","ARSENIC, BLOOD","mcg/L","5583-0","ug/L"
"EPIC","10346","ARSENIC, BLOOD",NA,"5583-0","ug/L"
"EPIC","10347","MERCURY, BLOOD","mcg/L","5685-3","mg/dL"
"EPIC","10347","MERCURY, BLOOD",NA,"5685-3","mg/dL"
"EPIC","10348","LEAD, BLOOD","mcg/dL","77307-7","ug/dL"
"EPIC","10348","LEAD, BLOOD",NA,"77307-7","ug/dL"
"EPIC","10350","COXSACKIE B1",NA,"29230-0","titer"
"EPIC","10351","COXSACKIE B2",NA,"29231-8","titer"
"EPIC","10352","COXSACKIE B3",NA,"29232-6","titer"
"EPIC","10353","COXSACKIE B4",NA,"29235-9","titer"
"EPIC","10354","COXSACKIE B5",NA,"29234-2","titer"
"EPIC","10355","COXSACKIE B6",NA,"29235-9","titer"
"EPIC","10366","PL-7 AUTOABS",NA,"33772-5",NA
"EPIC","10367","PL-12 AUTOABS",NA,"33771-7",NA
"EPIC","10368","MI-2 AUTOABS",NA,"18485-3",NA
"EPIC","10371","OJ AUTOABS",NA,"45152-6",NA
"EPIC","10372","SRP AUTOABS",NA,"53031-1","U/mL"
"EPIC","10376","TRIGLYCERIDES, SERUM","mg/dL","2571-8","mg/dL"
"EPIC","10376","TRIGLYCERIDES, SERUM",NA,"2571-8","mg/dL"
"EPIC","10377","HDL CHOLESTEROL","mg/dL","2085-9","mg/dL"
"EPIC","10377","HDL CHOLESTEROL",NA,"2085-9","mg/dL"
"EPIC","10384","ARSENIC,24 HOUR URINE","mcg/L","21074-0","ng/mL"
"EPIC","10385","LEAD,24 HOUR URINE","mcg/L","20625-0","ng/mL"
"EPIC","10386","MERCURY,24 HOUR URINE","mcg/L","21383-5","ug/L"
"EPIC","10387","CADMIUM, 24 HR URINE","mcg/L","5612-7","ug/24 H"
"EPIC","10388","COBALT,24 HOUR URINE","mcg/L","21208-4","ug/L"
"EPIC","10394","RISK FOR ONTD",NA,"48803-1","%"
"EPIC","10395","AGE RISK DOWN SYNDROME",NA,"49090-4","Risk"
"EPIC","10396","MSS DOWN SYNDROME RISK",NA,"32046-5","IU/L"
"EPIC","10397","RISK FOR TRISOMY 18",NA,"43994-3","Risk"
"EPIC","10399","AFP, SERUM","ng/mL","1834-1","ng/mL"
"EPIC","10399","AFP, SERUM","NG/ML","1834-1","ng/mL"
"EPIC","10400","AFP MOM",NA,"23811-3","M.o.M"
"EPIC","10401","HCG, SERUM","IU/mL","19080-1","mIU/mL"
"EPIC","10403","ESTRIOL, FREE","ng/mL","2250-9","ng/mL"
"EPIC","10404","ESTRIOL MOM",NA,"20466-9","M.o.M"
"EPIC","10405","INHIBIN A, DIMERIC","pg/mL","23883-2","pg/mL"
"EPIC","10407","PAPP-A","ng/mL","48407-1","ng/mL"
"EPIC","10408","PAPP-A MOM",NA,"32123-2","M.o.M"
"EPIC","10410","REFERRING PHYSICIAN NAME",NA,"46608-6",NA
"EPIC","10411","REFERRING PHYSICIAN PHONE",NA,"81230-5",NA
"EPIC","10412","REFERRING PHYSICIAN NPI",NA,"46608-6",NA
"EPIC","10413","SPECIMEN NUMBER FROM PART 1",NA,"42185-9",NA
"EPIC","10414","DATE OF BIRTH",NA,"21112-8","MMDDYY"
"EPIC","10415","COLLECTION DATE",NA,"33882-2",NA
"EPIC","10416","MATERNAL WEIGHT","lbs","69461-2","lb"
"EPIC","10417","EDD",NA,"11778-8","MMDDYY"
"EPIC","10418","NUCHAL TRANSLUCENCY","mm","33069-6","mm"
"EPIC","10419","MOTHER'S ETHNIC ORIGIN",NA,"88117-7",NA
"EPIC","10420","INSULIN DEPEND. DIABETIC",NA,"44877-9",NA
"EPIC","10422","NUMBER OF FETUSES",NA,"11878-6","#"
"EPIC","10429","QRS MORPHOLOGY CRITERIA",NA,"8617-3",NA
"EPIC","10430","THERAPY NUMBER",NA,"57268-5","#"
"EPIC","10431","STATUS",NA,"33999-4",NA
"EPIC","10490","RATE","BPM","8867-4","BPM"
"EPIC","10502","SLOPE",NA,"20265-5",NA
"EPIC","10507","AMPLITUDE","V","80403-9","v"
"EPIC","10518","NOTES",NA,"34109-9",NA
"EPIC","10520","AMPLITUDE","MV","80403-9","v"
"EPIC","105494","PHENOBARBITAL LEVEL","ug/mL","3948-7","ug/mL"
"EPIC","105494","PHENOBARBITAL LEVEL",NA,"3948-7","ug/mL"
"EPIC","10599","BLOOD PRESSURE",NA,"76532-1","cm H2O"
"EPIC","10600","SYMPTOMS",NA,"46691-2",NA
"EPIC","10601","RHYTHM",NA,"8884-9",NA
"EPIC","10612","COMMENTARY",NA,"77202-0",NA
"EPIC","10614","AMPLITUDE","V","5792-7","mg/dL"
"EPIC","10651","COMMITTED",NA,"77202-0",NA
"EPIC","10652","THERAPY NUMBER",NA,"57268-5","#"
"EPIC","10655","WAVEFORM",NA,"20126-9",NA
"EPIC","10659","THERAPY NUMBER",NA,"57268-5","#"
"EPIC","10688","THERAPY NUMBER",NA,"57268-5","#"
"EPIC","10689","STATUS",NA,"33999-4",NA
"EPIC","10691","WAVEFORM ST",NA,"20126-9",NA
"EPIC","10701","AMPLITUDE","MV","80403-9","v"
"EPIC","10702","AMPLITUDE","MV","80403-9","v"
"EPIC","10706","AMPLITUDE","MV","80403-9","v"
"EPIC","10738","THERAPY NUMBER",NA,"57268-5","#"
"EPIC","10739","NMO CSF",NA,"90817-8",NA
"EPIC","10743","STATUS",NA,"33999-4",NA
"EPIC","10811","APOLIPOPROTEIN B/A1 RATIO","ratio","1874-7","Ratio"
"EPIC","10826","PNEUMOCOCCAL IGG",NA,"8031-7","u/mL"
"EPIC","10831","CK-MB","%","49136-5","%"
"EPIC","10831","CK-MB",NA,"13969-1","ng/mL"
"EPIC","10835","B2 GLYCOPROTEIN I AB(IGG)","SGU","16135-6","U/mL"
"EPIC","10835","B2 GLYCOPROTEIN I AB(IGG)",NA,"16135-6","U/mL"
"EPIC","10836","B2 GLYCOPROTEIN I AB(IGM)","SMU","16136-4","U/mL"
"EPIC","10837","B2 GLYCOPROTEIN I AB(IGA)","SAU","21108-6","arb U/mL"
"EPIC","10842","RILPIVIRINE NET ASSESSMENT",NA,"19146-0",NA
"EPIC","10843","DAT POLYSPECIFIC",NA,"1007-4",NA
"EPIC","10844","DAT IGG",NA,"1006-6",NA
"EPIC","10845","DAT C3",NA,"54410-6",NA
"EPIC","10846","JAK2 V617F, QUANT",NA,"43399-5",NA
"EPIC","10847","SPEC TYPE FOR JAK2Q",NA,"66746-9",NA
"EPIC","10849","BCR-ABL,PCR QUANT",NA,"21795-0","%"
"EPIC","10853","RUTT-ABS NEUTROPHILS","x10 3/uL","751-8","10*9/L"
"EPIC","10855","OLIGOCLONAL BANDS-S",NA,"12783-7",NA
"EPIC","10857","COMPLEMENT COMP C9","mg/dL","4510-4","mg/dL"
"EPIC","10857","COMPLEMENT COMP C9",NA,"4510-4","mcg/mL"
"EPIC","10860","ANCA SCREEN",NA,"29641-8",NA
"EPIC","10861","B2 GLYCOPROTEIN I IGG","SGU","16135-6","U/mL"
"EPIC","10861","B2 GLYCOPROTEIN I IGG",NA,"16135-6","U/mL"
"EPIC","10862","B2 GLYCOPROTEIN I IGA","SAU","21108-6","arb U/mL"
"EPIC","10862","B2 GLYCOPROTEIN I IGA",NA,"21108-6","arb U/mL"
"EPIC","10869","ABS NEUTROPHIL COUNT","x10 3/uL","751-8","10*9/L"
"EPIC","10869","ABS NEUTROPHIL COUNT","X103/UL","751-8","10*9/L"
"EPIC","10870","TSH W/FREE T4 RELEX","uIU/mL","3016-3","mIU/L"
"EPIC","10870","TSH W/FREE T4 RELEX","uIU/Ml","3016-3","mIU/L"
"EPIC","10870","TSH W/FREE T4 RELEX","UIU/ML","3016-3","mIU/L"
"EPIC","10870","TSH W/FREE T4 RELEX",NA,"3016-3","mIU/L"
"EPIC","10871","TOTAL VOLUME, ML","mL","3169-0","mL"
"EPIC","10871","TOTAL VOLUME, ML",NA,"3169-0","mL"
"EPIC","10872","RBC MORPHOLOGY",NA,"6742-1",NA
"EPIC","10873","COLL DURATION, HRS",NA,"13362-9","Hours"
"EPIC","10874","EBV INTERPRETATION",NA,"5005-4",NA
"EPIC","10876","TRANSGLUTAMINASE (IGG,A)","EU","32998-7","units"
"EPIC","10876","TRANSGLUTAMINASE (IGG,A)",NA,"32998-7","units"
"EPIC","10878","VOLUME",NA,"3169-0","mL"
"EPIC","10880","MPL W515K/L GENE MUT.",NA,"56142-3",NA
"EPIC","10881","NOROVIRUS, PCR-STOOL",NA,"7974-9",NA
"EPIC","10882","PREKALLIKREIN ACTIVITY","%","28659-1","%"
"EPIC","10884","M-SPIKE (%)","Percent","42484-6","%"
"EPIC","10885","HEMOGLOBIN A1C (QUEST)",NA,"4548-4","%"
"EPIC","10887","CULTURE H.PYLORI",NA,"587-6",NA
"EPIC","10888","WBC MORPHOLOGY",NA,"11156-7",NA
"EPIC","10890","VMA TIMED - URINE",NA,"3122-9","mg/24 H"
"EPIC","10891","ADP 2UM","nmoles/10 9PLT","50945-5",NA
"EPIC","10895","COLLAGEN CROSS-LINK,24HR.UR",NA,"14115-0","nmol BCE/mmol Creat"
"EPIC","10896","PTH ANTIBODY",NA,"63302-4","titer"
"EPIC","10897","WEST NILE, PCR, CSF",NA,"34461-4",NA
"EPIC","10898","BRAF MUTATION ANALYSIS",NA,"53844-7",NA
"EPIC","10902","SS-A AB INTERPRETATION",NA,"17792-3","IV"
"EPIC","10903","SS-B AB INTERPRETATION",NA,"17791-5","IV"
"EPIC","10905","VOLUME","L","3169-0","mL"
"EPIC","10908","PROCALCITONIN","ng/mL","3982-6","ng/mL"
"EPIC","10908","PROCALCITONIN",NA,"3982-6","ng/mL"
"EPIC","10909","CORTISONE, 24HR URINE",NA,"14044-2","ug/24 H"
"EPIC","10910","COPPER, URINE (RANDOM)","mcg/g cr","13829-7","ug/g creatinine"
"EPIC","10910","COPPER, URINE (RANDOM)",NA,"5632-5","ug/dL"
"EPIC","10911","RUTTENBERG CBC WITH PLT & DIFF",NA,"57021-8",NA
"EPIC","10912","IMMATURE GRAN%","%","38518-7","%"
"EPIC","10912","IMMATURE GRAN%",NA,"38518-7","%"
"EPIC","10913","IMMATURE GRAN#","x10 3/uL","51584-1","10*9/L"
"EPIC","10913","IMMATURE GRAN#","X103/UL","51584-1","10*9/L"
"EPIC","10913","IMMATURE GRAN#","x10E3/uL","51584-1","10*9/L"
"EPIC","10915","O2",NA,"11556-8","mm Hg"
"EPIC","10923","GFR - AA","mL/min","48643-1","mL/min"
"EPIC","10923","GFR - AA","ML/MIN","48643-1","mL/min"
"EPIC","10923","GFR - AA",NA,"48643-1","mL/min"
"EPIC","10924","GFR","mg/dl","48642-3","mL/min"
"EPIC","10924","GFR","mL/min","48642-3","mL/min"
"EPIC","10924","GFR","ML/MIN","48642-3","mL/min"
"EPIC","10924","GFR",NA,"48642-3","mL/min"
"EPIC","10927","PHENOSENSE GT(MONOGRAM)",NA,"49665-3",NA
"EPIC","10929","HBV DNA QUANT. PCR","<20 IU/mL","29615-2","copies/mL"
"EPIC","10929","HBV DNA QUANT. PCR","IU/ml","29615-2","copies/mL"
"EPIC","10929","HBV DNA QUANT. PCR","IU/mL","29615-2","copies/mL"
"EPIC","10929","HBV DNA QUANT. PCR","IU/ML","29615-2","copies/mL"
"EPIC","10929","HBV DNA QUANT. PCR",NA,"29615-2","copies/mL"
"EPIC","10930","COLLAGEN CROSS LINKED UR",NA,"14115-0","nmol BCE/mmol Creat"
"EPIC","10935","VWD INTERPRETATION",NA,"48595-3",NA
"EPIC","10942","VOLUME","L","3169-0","mL"
"EPIC","10942","VOLUME","ML","3169-0","mL"
"EPIC","10942","VOLUME",NA,"3169-0","mL"
"EPIC","10945","VOLUME","L","3169-0","mL"
"EPIC","10946","REDUCING SUBSTANCE",NA,"32147-1","mg/dL"
"EPIC","10948","VOLUME","L","3169-0","mL"
"EPIC","10952","TOTAL VOLUME ML","mL","3169-0","mL"
"EPIC","10955","ALBUMIN, URINE %","%","13992-3","%"
"EPIC","10955","ALBUMIN, URINE %",NA,"6942-7","g/dL"
"EPIC","10956","ALPHA-1 GLOBULIN, URINE %","%","13990-7","%"
"EPIC","10956","ALPHA-1 GLOBULIN, URINE %",NA,"2865-4","g/dL"
"EPIC","10957","ALPHA-2 GLOBULIN, URINE %","%","13993-1","%"
"EPIC","10957","ALPHA-2 GLOBULIN, URINE %",NA,"13993-1","%"
"EPIC","10958","BETA GLOBULIN, URINE %","%","13994-9","%"
"EPIC","10958","BETA GLOBULIN, URINE %",NA,"13994-9","%"
"EPIC","10959","GAMMA GLOBULIN, URINE %","%","13989-9","%"
"EPIC","10959","GAMMA GLOBULIN, URINE %","g/dl","2874-6","g/dL"
"EPIC","10959","GAMMA GLOBULIN, URINE %","g/dL","2874-6","g/dL"
"EPIC","10960","INTERPRETATION, UPEP",NA,"77202-0",NA
"EPIC","10961","A/G RATIO, URINE",NA,"1759-0","ratio"
"EPIC","10962","M-SPIKE, URINE %","%","42484-6","%"
"EPIC","10962","M-SPIKE, URINE %",NA,"42484-6","%"
"EPIC","10963","M-SPIKE MG, 24 HR",NA,"42482-0","mg/24 H"
"EPIC","10964","M-SPIKE, URINE MG/L",NA,"33358-3","g/dL"
"EPIC","10965","TOTAL PROTEIN, URINE","mg/L","2888-6","mg/dL"
"EPIC","10965","TOTAL PROTEIN, URINE",NA,"2888-6","mg/dL"
"EPIC","10966","TOTAL PROTEIN, URINE %","mg/Interval","2889-4","g/24 H"
"EPIC","10967","TOTAL VOLUME","L","3169-0","mL"
"EPIC","10968","COLL DURATION, HRS","HR","13362-9","Hours"
"EPIC","10969","CULTURE, URINE",NA,"630-4",NA
"EPIC","10970","RILPIVIRINE GENOTYPE RESULT",NA,"68463-9",NA
"EPIC","10973","CREATINE,24 HR. URINE","g/24 h","2150-1","g/24 H"
"EPIC","10974","CREATINE, URINE","mg/24 h","2150-1","g/24 H"
"EPIC","10974","CREATINE, URINE",NA,"2149-3","mg/dL"
"EPIC","10977","COMPLEMENT FUNC.ACT:C8",NA,"50997-6","U/mL"
"EPIC","10978","COMPLEMENT SPLIT C3A","ng/mL","4488-3","mg/dL"
"EPIC","10978","COMPLEMENT SPLIT C3A",NA,"4488-3","mg/dL"
"EPIC","10979","TROFILE (MONOGRAM)",NA,"57182-8",NA
"EPIC","10982","RILPIVIRINE IC50","MICROMOLE","53798-5",NA
"EPIC","10982","RILPIVIRINE IC50",NA,"53798-5",NA
"EPIC","10983","RILPIVIRINE FOLD CHANGE",NA,"53798-5",NA
"EPIC","10984","RILPIVIRINE LOWER CUTOFF",NA,"53798-5",NA
"EPIC","10985","RILPIVIRINE UPPER CUTOFF",NA,"53798-5",NA
"EPIC","10986","RILPIVIRINE HYPERSUSC CUTOFF",NA,"53798-5",NA
"EPIC","10988","SPECIMEN TYPE",NA,"66746-9",NA
"EPIC","10989","JC VIRUS QNT, PCR","copies/mL","32363-4",NA
"EPIC","10989","JC VIRUS QNT, PCR","DNA copies/ml","32363-4",NA
"EPIC","10989","JC VIRUS QNT, PCR",NA,"32363-4",NA
"EPIC","10994","VZV PCR, VITREOUS FLUID",NA,"88134-2",NA
"EPIC","10995","TOXOPLASMA PCR, VITREOUS FLUID",NA,"88164-9",NA
"EPIC","11000","SPECIMEN TYPE",NA,"66746-9",NA
"EPIC","11001","BK VIRUS QNT, PCR","copies/mL","41479-7","copies/uL"
"EPIC","11001","BK VIRUS QNT, PCR","DNA copies/ml","41479-7","copies/uL"
"EPIC","11001","BK VIRUS QNT, PCR","DNA copies/mL","41479-7","copies/uL"
"EPIC","11001","BK VIRUS QNT, PCR","DNACOPIES/ML","41479-7","copies/uL"
"EPIC","11001","BK VIRUS QNT, PCR",NA,"41479-7","copies/uL"
"EPIC","11003","EGFR MUTATION ANALYSIS",NA,"21665-5",NA
"EPIC","11007","CORTISOL,SERUM RANDOM","microg/dL","2143-6","ug/dL"
"EPIC","11007","CORTISOL,SERUM RANDOM",NA,"2143-6","ug/dL"
"EPIC","11008","CORTISOL, SERUM P.M.","microg/dL","9812-9","ug/dL"
"EPIC","11008","CORTISOL, SERUM P.M.",NA,"9812-9","ug/dL"
"EPIC","11009","CORTISOL, SERUM A.M.","microg/dL","9813-7","ug/dL"
"EPIC","11009","CORTISOL, SERUM A.M.",NA,"9813-7","ug/dL"
"EPIC","11017","VMA,URINE","mg/L","9624-8","mg/dL"
"EPIC","11018","VMA,24HR URINE","mg/24hrs.","3122-9","mg/24 H"
"EPIC","11019","VOLUME","L","3169-0","mL"
"EPIC","11019","VOLUME","ML","3169-0","mL"
"EPIC","11021","METANEPHRINE","mcg/24 h","2609-6","ug/24 H"
"EPIC","11021","METANEPHRINE",NA,"2609-6","ug/24 H"
"EPIC","11022","NORMETANEPHRINE","mcg/24 h","2671-6","ug/24 H"
"EPIC","11022","NORMETANEPHRINE",NA,"25489-6","nmol/L"
"EPIC","11023","METANEPHRINES, TOTAL","mcg/24 h","2609-6","ug/24 H"
"EPIC","11023","METANEPHRINES, TOTAL",NA,"2609-6","ug/24 H"
"EPIC","11024","VOLUME","L","3169-0","mL"
"EPIC","11024","VOLUME","ML","3169-0","mL"
"EPIC","11027","EPINEPHRINE 24 HR UR","mcg/24 h","2232-7","ug/24 H"
"EPIC","11027","EPINEPHRINE 24 HR UR",NA,"2232-7","ug/24 H"
"EPIC","11028","NOREPINEPHRINE 24 HR UR","mcg/24 h","2668-2","ug/24 H"
"EPIC","11028","NOREPINEPHRINE 24 HR UR",NA,"2668-2","ug/24 H"
"EPIC","11029","CALCULATED TOTAL (E+NE)","mcg/24 h","16111-7","ug/24 H"
"EPIC","11029","CALCULATED TOTAL (E+NE)",NA,"16111-7","ug/24 H"
"EPIC","11030","DOPAMINE 24 HR UR","mcg/24 h","2218-6","ug/24 H"
"EPIC","11030","DOPAMINE 24 HR UR",NA,"2218-6","ug/24 H"
"EPIC","11031","VOLUME","L","3169-0","mL"
"EPIC","11031","VOLUME","ML","3169-0","mL"
"EPIC","11034","CAYENNE,PEPPER IGE",NA,"11188-0","kIU/L"
"EPIC","11036","RESPIRATORY VIRAL PNL",NA,"55101-0",NA
"EPIC","11042","% FREE PSA",NA,"12841-3","%"
