HP:0000110,6,Renal dysplasia
HP:0000111,8,Renal juxtaglomerular cell hypertrophy/hyperplasia
HP:0000112,5,Nephropathy
HP:0000113,7,Polycystic kidney dysplasia
HP:0000114,6,Proximal tubulopathy
HP:0000115,5,Nephroblastoma
HP:0000116,6,Renal dysplasia
HP:0000117,5,Renal phosphate wasting
HP:0000118,0,Phenotypic abnormality
HP:0000119,1,Abnormality of the genitourinary system
HP:0000120,6,Decreased glomerular filtration rate
HP:0000121,6,Nephrocalcinosis
HP:0000122,8,Unilateral renal agenesis
HP:0000123,5,Nephritis
HP:0000124,5,Renal tubular dysfunction
HP:0000125,8,Pelvic kidney
HP:0000126,8,Hydronephrosis
HP:0000127,4,Renal salt wasting
HP:0000128,5,Renal potassium wasting
HP:0000129,7,Tubulointerstitial fibrosis
HP:0000130,6,Abnormality of the uterus
HP:0000131,6,Uterine leiomyoma
HP:0000132,3,Menorrhagia
HP:0000133,5,Gonadal dysgenesis
HP:0000134,4,Female hypogonadism
HP:0000135,3,Hypogonadism
HP:0000136,8,Bifid uterus
HP:0000137,6,Abnormality of the ovary
HP:0000138,8,Ovarian cyst
HP:0000139,4,Uterine prolapse
HP:0000140,5,Abnormality of the menstrual cycle
HP:0000141,6,Amenorrhea
HP:0000142,6,Abnormal vagina morphology
HP:0000143,4,Rectovaginal fistula
HP:0000144,4,Decreased fertility
HP:0000145,8,Transverse vaginal septum
HP:0000146,8,Ovarian cyst
HP:0000147,9,Polycystic ovaries
HP:0000148,5,Vaginal atresia
HP:0000149,6,Ovarian gonadoblastoma
HP:0000150,5,Gonadoblastoma
HP:0000151,8,Aplasia of the uterus
HP:0000152,1,Abnormality of head or neck
HP:0000153,4,Abnormality of the mouth
HP:0000154,8,Wide mouth
HP:0000155,8,Oral ulcer
HP:0000156,8,High palate
HP:0000157,7,Abnormality of the tongue
HP:0000158,5,Macroglossia
HP:0000159,7,Abnormal lip morphology
HP:0000160,8,Narrow mouth
HP:0000161,10,Median cleft lip
HP:0000162,9,Glossoptosis
HP:0000163,6,Abnormal oral cavity morphology
HP:0000164,7,Abnormality of the dentition
HP:0000165,5,Periodontitis
HP:0000166,6,Severe periodontitis
HP:0000167,3,Gingival bleeding
HP:0000168,8,Abnormality of the gingiva
HP:0000169,5,Gingival fibromatosis
HP:0000170,9,Thick lower lip vermilion
HP:0000171,10,Microglossia
HP:0000172,9,Abnormality of the uvula
HP:0000173,10,Bifid uvula
HP:0000174,7,Abnormal palate morphology
HP:0000175,8,Cleft palate
HP:0000176,10,Submucous cleft hard palate
HP:0000177,8,Abnormality of upper lip
HP:0000178,8,Abnormality of lower lip
HP:0000179,9,Thick lower lip vermilion
HP:0000180,9,Lobulated tongue
HP:0000181,8,Wide mouth
HP:0000182,9,Movement abnormality of the tongue
HP:0000183,10,Difficulty in tongue movements
HP:0000184,9,Everted lower lip vermilion
HP:0000185,9,Cleft soft palate
HP:0000186,10,U-Shaped upper lip vermilion
HP:0000187,8,Broad alveolar ridges
HP:0000188,9,Short upper lip
HP:0000189,8,Narrow palate
HP:0000190,7,Abnormal oral frenulum morphology
HP:0000191,8,Accessory oral frenulum
HP:0000192,8,Downturned corners of mouth
HP:0000193,10,Bifid uvula
HP:0000194,8,Open mouth
HP:0000195,9,Gingival overgrowth
HP:0000196,8,Lower lip pit
HP:0000197,8,Abnormal parotid gland morphology
HP:0000198,9,Absence of Stensen duct
HP:0000199,9,Tongue nodules
HP:0000200,8,Short lingual frenulum
HP:0000201,6,Pierre-Robin sequence
HP:0000202,7,Oral cleft
HP:0000203,5,Macroglossia
HP:0000204,9,Cleft upper lip
HP:0000205,8,Pursed lips
HP:0000206,9,Glossitis
HP:0000207,8,Triangular mouth
HP:0000208,10,Submucous cleft hard palate
HP:0000209,6,Abnormality of the mandible
HP:0000210,6,Micrognathia
HP:0000211,7,Trismus
HP:0000212,9,Gingival overgrowth
HP:0000213,8,Thin vermilion border
HP:0000214,7,Lip telangiectasia
HP:0000215,9,Thick upper lip vermilion
HP:0000216,9,Broad secondary alveolar ridge
HP:0000217,7,Xerostomia
HP:0000218,8,High palate
HP:0000219,9,Thin upper lip vermilion
HP:0000220,9,Velopharyngeal insufficiency
HP:0000221,9,Furrowed tongue
HP:0000222,7,Gingival hyperkeratosis
HP:0000223,3,Abnormality of taste sensation
HP:0000224,4,Decreased taste sensation
HP:0000225,3,Gingival bleeding
HP:0000226,10,Microglossia
HP:0000227,7,Tongue telangiectasia
HP:0000228,6,Oral cavity telangiectasia
HP:0000229,7,Palate telangiectasia
HP:0000230,9,Gingivitis
HP:0000231,9,Thick upper lip vermilion
HP:0000232,9,Everted lower lip vermilion
HP:0000233,8,Thin vermilion border
HP:0000234,2,Abnormality of the head
HP:0000235,5,Abnormality of the fontanelles or cranial sutures
HP:0000236,7,Abnormality of the anterior fontanelle
HP:0000237,8,Small anterior fontanelle
HP:0000238,5,Hydrocephalus
HP:0000239,7,Large fontanelles
HP:0000240,4,Abnormality of skull size
HP:0000241,7,Postnatal microcephaly
HP:0000242,7,Parietal bossing
HP:0000243,6,Trigonocephaly
HP:0000244,7,Brachyturricephaly
HP:0000245,5,Abnormality of the paranasal sinuses
HP:0000246,5,Sinusitis
HP:0000247,7,Flat occiput
HP:0000248,6,Brachycephaly
HP:0000249,7,Flat occiput
HP:0000250,5,Dense calvaria
HP:0000251,5,Mandibular prognathia
HP:0000252,6,Microcephaly
HP:0000253,8,Progressive microcephaly
HP:0000254,5,Frontal bossing
HP:0000255,6,Acute sinusitis
HP:0000256,6,Macrocephaly
HP:0000257,7,Relative macrocephaly
HP:0000258,6,Dolichocephaly
HP:0000259,7,Postnatal microcephaly
HP:0000260,8,Wide anterior fontanel
HP:0000261,7,Progressive macrocephaly
HP:0000262,6,Turricephaly
HP:0000263,7,Oxycephaly
HP:0000264,4,Abnormality of the mastoid
HP:0000265,5,Mastoiditis
HP:0000266,3,Headache
HP:0000267,6,Cranial asymmetry
HP:0000268,6,Dolichocephaly
HP:0000269,7,Prominent occiput
HP:0000270,7,Delayed cranial suture closure
HP:0000271,3,Abnormality of the face
HP:0000272,6,Malar flattening
HP:0000273,6,Facial grimacing
HP:0000274,5,Small face
HP:0000275,6,Narrow face
HP:0000276,6,Long face
HP:0000277,6,Abnormality of the mandible
HP:0000278,7,Retrognathia
HP:0000279,5,Mandibular prognathia
HP:0000280,5,Coarse facial features
HP:0000281,5,Coarse facial features
HP:0000282,5,Facial edema
HP:0000283,6,Broad face
HP:0000284,4,Abnormality of the orbital region
HP:0000285,7,Abnormal eyelid morphology
HP:0000286,8,Epicanthus
HP:0000287,4,Increased facial adipose tissue
HP:0000288,9,Abnormality of the philtrum
HP:0000289,10,Broad philtrum
HP:0000290,4,Abnormality of the forehead
HP:0000291,3,Abnormality of facial adipose tissue
HP:0000292,4,Loss of facial adipose tissue
HP:0000293,6,Full cheeks
HP:0000294,6,Low anterior hairline
HP:0000295,5,Doll-like facies
HP:0000296,4,Facial palsy
HP:0000297,4,Facial hypotonia
HP:0000298,6,Mask-like facies
HP:0000299,10,Smooth philtrum
HP:0000300,5,Oval face
HP:0000301,3,Abnormality of facial musculature
HP:0000302,4,Facial palsy
HP:0000303,5,Mandibular prognathia
HP:0000304,5,Round face
HP:0000305,10,Deep philtrum
HP:0000306,4,Abnormality of the chin
HP:0000307,5,Pointed chin
HP:0000308,7,Microretrognathia
HP:0000309,4,Abnormality of the midface
HP:0000310,6,Malar prominence
HP:0000311,5,Round face
HP:0000312,6,Malar flattening
HP:0000313,4,Spasticity of facial muscles
HP:0000314,5,Narrow forehead
HP:0000315,4,Abnormality of the orbital region
HP:0000316,4,Hypertelorism
HP:0000317,4,Facial myokymia
HP:0000318,6,Narrow face
HP:0000319,10,Smooth philtrum
HP:0000320,5,Bird-like facies
HP:0000321,5,Square face
HP:0000322,10,Short philtrum
HP:0000323,10,Smooth philtrum
HP:0000324,5,Facial asymmetry
HP:0000325,5,Triangular face
HP:0000326,6,Abnormality of the maxilla
HP:0000327,7,Hypoplasia of the maxilla
HP:0000328,5,Mandibular prognathia
HP:0000329,5,Facial hemangioma
HP:0000330,6,Micrognathia
HP:0000331,5,Short chin
HP:0000332,6,Malar flattening
HP:0000333,5,Frontal bossing
HP:0000334,6,Long face
HP:0000335,6,Progeroid facial appearance
HP:0000336,6,Prominent supraorbital ridges
HP:0000337,5,Broad forehead
HP:0000338,4,Hypomimic face
HP:0000339,6,Pugilistic facies
HP:0000340,5,Sloping forehead
HP:0000341,5,Narrow forehead
HP:0000342,5,High forehead
HP:0000343,10,Long philtrum
HP:0000344,4,Facial palsy
HP:0000345,6,Micrognathia
HP:0000346,9,Whistling appearance
HP:0000347,6,Micrognathia
HP:0000348,5,High forehead
HP:0000349,7,Widow's peak
HP:0000350,5,Small forehead
HP:0000351,5,Sloping forehead
HP:0000352,5,Broad forehead
HP:0000353,4,Facial palsy
HP:0000354,5,Broad forehead
HP:0000355,6,Decreased circulating aldosterone level
HP:0000356,3,Abnormality of the outer ear
HP:0000357,4,Abnormal location of ears
HP:0000358,5,Posteriorly rotated ears
HP:0000359,3,Abnormality of the inner ear
HP:0000360,4,Tinnitus
HP:0000361,5,Pulsatile tinnitus
HP:0000362,7,Otosclerosis
HP:0000363,5,Abnormality of earlobe
HP:0000364,3,Hearing abnormality
HP:0000365,4,Hearing impairment
HP:0000366,4,Abnormality of the nose
HP:0000367,5,Conductive hearing impairment
HP:0000368,6,Low-set, posteriorly rotated ears
HP:0000369,5,Low-set ears
HP:0000370,3,Abnormality of the middle ear
HP:0000371,5,Acute otitis media
HP:0000372,4,Abnormality of the auditory canal
HP:0000373,5,Stenosis of the external auditory canal
HP:0000374,5,Sensorineural hearing impairment
HP:0000375,5,Abnormal cochlea morphology
HP:0000376,8,Incomplete partition of the cochlea type II
HP:0000377,4,Abnormality of the pinna
HP:0000378,5,Cupped ear
HP:0000379,6,Microtia, first degree
HP:0000380,5,Abnormality of the helix
HP:0000381,7,Stapes ankylosis
HP:0000382,5,Macrotia
HP:0000383,6,Abnormality of periauricular region
HP:0000384,6,Preauricular skin tag
HP:0000385,7,Small earlobe
HP:0000386,5,Macrotia
HP:0000387,7,Absent earlobe
HP:0000388,4,Otitis media
HP:0000389,5,Chronic otitis media
HP:0000390,4,Abnormality of the pinna
HP:0000391,6,Thickened helices
HP:0000392,7,Preauricular pit
HP:0000393,5,Microtia
HP:0000394,5,Lop ear
HP:0000395,6,Prominent antihelix
HP:0000396,7,Overfolded helix
HP:0000397,6,Progressive sensorineural hearing impairment
HP:0000398,4,Abnormality of the pinna
HP:0000399,7,Prelingual sensorineural hearing impairment
HP:0000400,5,Macrotia
HP:0000401,5,Macrotia
HP:0000402,5,Stenosis of the external auditory canal
HP:0000403,5,Recurrent otitis media
HP:0000404,4,Hearing impairment
HP:0000405,5,Conductive hearing impairment
HP:0000406,6,Progressive sensorineural hearing impairment
HP:0000407,5,Sensorineural hearing impairment
HP:0000408,6,Progressive sensorineural hearing impairment
HP:0000409,5,Microtia
HP:0000410,6,Mixed hearing impairment
HP:0000411,5,Protruding ear
HP:0000412,5,Protruding ear
HP:0000413,5,Atresia of the external auditory canal
HP:0000414,6,Bulbous nose
HP:0000415,5,Abnormality of the choanae
HP:0000416,6,Choanal atresia
HP:0000417,6,Slender nose
HP:0000418,7,Narrow nasal ridge
HP:0000419,5,Abnormality of the nasal septum
HP:0000420,6,Short nasal septum
HP:0000421,3,Epistaxis
HP:0000422,5,Abnormality of the nasal bridge
HP:0000423,5,Abnormality of the nasal bridge
HP:0000424,6,Wide nasal bridge
HP:0000425,6,Depressed nasal bridge
HP:0000426,6,Prominent nasal bridge
HP:0000427,6,Anteverted nares
HP:0000428,6,Depressed nasal bridge
HP:0000429,6,Abnormality of the nasal alae
HP:0000430,7,Underdeveloped nasal alae
HP:0000431,6,Wide nasal bridge
HP:0000432,6,Prominent nasal bridge
HP:0000433,5,Abnormality of the nasal mucosa
HP:0000434,6,Nasal mucosa telangiectasia
HP:0000435,6,Anteverted nares
HP:0000436,6,Abnormality of the nasal tip
HP:0000437,7,Depressed nasal tip
HP:0000438,6,Wide nose
HP:0000439,6,Depressed nasal bridge
HP:0000440,6,Short nose
HP:0000441,6,Anteverted nares
HP:0000442,6,Prominent nasal bridge
HP:0000443,6,Bulbous nose
HP:0000444,7,Convex nasal ridge
HP:0000445,6,Wide nose
HP:0000446,6,Narrow nasal bridge
HP:0000447,6,Pear-shaped nose
HP:0000448,6,Prominent nose
HP:0000449,6,Short nose
HP:0000450,6,Short nose
HP:0000451,7,Triangular nasal tip
HP:0000452,6,Choanal stenosis
HP:0000453,6,Choanal atresia
HP:0000454,7,Flared nostrils
HP:0000455,7,Broad nasal tip
HP:0000456,7,Bifid nasal tip
HP:0000457,7,Depressed nasal ridge
HP:0000458,4,Anosmia
HP:0000459,6,Depressed nasal bridge
HP:0000460,6,Narrow nose
HP:0000461,6,Prominent nose
HP:0000462,6,Nasal polyposis
HP:0000463,6,Anteverted nares
HP:0000464,2,Abnormality of the neck
HP:0000465,3,Webbed neck
HP:0000466,4,Limited neck range of motion
HP:0000467,4,Neck muscle weakness
HP:0000468,3,Increased adipose tissue around the neck
HP:0000469,5,Neck flexor weakness
HP:0000470,3,Short neck
HP:0000471,4,Gastrointestinal angiodysplasia
HP:0000472,3,Long neck
HP:0000473,4,Torticollis
HP:0000474,3,Thickened nuchal skin fold
HP:0000475,3,Broad neck
HP:0000476,3,Cystic hygroma
HP:0000477,3,Thickened nuchal skin fold
HP:0000478,1,Abnormality of the eye
HP:0000479,5,Abnormal retinal morphology
HP:0000480,4,Retinal coloboma
HP:0000481,4,Abnormal cornea morphology
HP:0000482,6,Microcornea
HP:0000483,4,Astigmatism
HP:0000484,5,Hyperopic astigmatism
HP:0000485,6,Megalocornea
HP:0000486,5,Strabismus
HP:0000487,5,Strabismus
HP:0000488,6,Retinopathy
HP:0000489,2,Abnormal eye morphology
HP:0000490,4,Deeply set eye
HP:0000491,4,Keratitis
HP:0000492,7,Abnormal eyelid morphology
HP:0000493,7,Abnormal foveal morphology
HP:0000494,10,Downslanted palpebral fissures
HP:0000495,7,Recurrent corneal erosions
HP:0000496,3,Abnormality of eye movement
HP:0000497,5,Globe retraction and deviation on abduction
HP:0000498,4,Blepharitis
HP:0000499,4,Abnormal eyelash morphology
HP:0000500,5,Long eyelashes
HP:0000501,3,Glaucoma
HP:0000502,7,Abnormal conjunctiva morphology
HP:0000503,5,Tortuosity of conjunctival vessels
HP:0000504,3,Abnormality of vision
HP:0000505,4,Visual impairment
HP:0000506,8,Telecanthus
HP:0000507,10,Blepharophimosis
HP:0000508,3,Ptosis
HP:0000509,4,Conjunctivitis
HP:0000510,7,Rod-cone dystrophy
HP:0000511,6,Vertical supranuclear gaze palsy
HP:0000512,4,Abnormal electroretinogram
HP:0000513,10,Blepharophimosis
HP:0000514,5,Slow saccadic eye movements
HP:0000515,6,Opacification of the corneal stroma
HP:0000516,4,Visual impairment
HP:0000517,4,Abnormality of the lens
HP:0000518,5,Cataract
HP:0000519,5,Developmental cataract
HP:0000520,4,Proptosis
HP:0000521,3,Lacrimation abnormality
HP:0000522,5,Alacrima
HP:0000523,6,Subcapsular cataract
HP:0000524,5,Conjunctival telangiectasia
HP:0000525,4,Abnormality iris morphology
HP:0000526,6,Aniridia
HP:0000527,5,Long eyelashes
HP:0000528,4,Anophthalmia
HP:0000529,6,Progressive visual loss
HP:0000530,5,Saccadic smooth pursuit
HP:0000531,7,Corneal crystals
HP:0000532,5,Abnormal chorioretinal morphology
HP:0000533,7,Chorioretinal atrophy
HP:0000534,4,Abnormal eyebrow morphology
HP:0000535,7,Sparse and thin eyebrow
HP:0000536,4,Proptosis
HP:0000537,9,Epicanthus inversus
HP:0000538,7,Pseudopapilledema
HP:0000539,3,Abnormality of refraction
HP:0000540,4,Hypermetropia
HP:0000541,6,Retinal detachment
HP:0000542,4,Impaired ocular adduction
HP:0000543,7,Optic disc pallor
HP:0000544,6,External ophthalmoplegia
HP:0000545,4,Myopia
HP:0000546,6,Retinal degeneration
HP:0000547,7,Rod-cone dystrophy
HP:0000548,7,Cone/cone-rod dystrophy
HP:0000549,4,Abnormal conjugate eye movement
HP:0000550,5,Undetectable electroretinogram
HP:0000551,4,Color vision defect
HP:0000552,7,Tritanomaly
HP:0000553,3,Abnormal uvea morphology
HP:0000554,4,Uveitis
HP:0000555,6,Leukocoria
HP:0000556,6,Retinal dystrophy
HP:0000557,5,Buphthalmos
HP:0000558,7,Rieger anomaly
HP:0000559,3,Corneal scarring
HP:0000560,6,Progressive visual loss
HP:0000561,6,Absent eyelashes
HP:0000562,7,Progressive external ophthalmoplegia
HP:0000563,7,Keratoconus
HP:0000564,9,Lacrimal duct atresia
HP:0000565,7,Esotropia
HP:0000566,4,Visual impairment
HP:0000567,4,Chorioretinal coloboma
HP:0000568,4,Microphthalmia
HP:0000569,5,High myopia
HP:0000570,4,Abnormal saccadic eye movements
HP:0000571,5,Hypometric saccades
HP:0000572,5,Visual loss
HP:0000573,4,Retinal hemorrhage
HP:0000574,5,Thick eyebrow
HP:0000575,6,Scotoma
HP:0000576,7,Centrocecal scotoma
HP:0000577,7,Exotropia
HP:0000578,4,Hypertelorism
HP:0000579,9,Nasolacrimal duct obstruction
HP:0000580,7,Pigmentary retinopathy
HP:0000581,10,Blepharophimosis
HP:0000582,10,Upslanted palpebral fissure
HP:0000583,5,Transient unilateral blurring of vision
HP:0000584,7,Punctate corneal epithelial erosions
HP:0000585,8,Band keratopathy
HP:0000586,5,Shallow orbits
HP:0000587,5,Abnormality of the optic nerve
HP:0000588,4,Optic nerve coloboma
HP:0000589,3,Coloboma
HP:0000590,7,Progressive external ophthalmoplegia
HP:0000591,3,Abnormal sclera morphology
HP:0000592,4,Blue sclerae
HP:0000593,4,Abnormal anterior chamber morphology
HP:0000594,5,Shallow anterior chamber
HP:0000595,5,Cerebral visual impairment
HP:0000596,4,Horner syndrome
HP:0000597,4,Ophthalmoparesis
HP:0000598,1,Abnormality of the ear
HP:0000599,5,Abnormality of the frontal hairline
HP:0000600,3,Abnormality of the pharynx
HP:0000601,4,Hypotelorism
HP:0000602,5,Ophthalmoplegia
HP:0000603,7,Central scotoma
HP:0000604,4,Abnormal saccadic eye movements
HP:0000605,5,Supranuclear gaze palsy
HP:0000606,4,Abnormality of the periorbital region
HP:0000607,5,Periorbital wrinkles
HP:0000608,7,Macular degeneration
HP:0000609,5,Optic nerve hypoplasia
HP:0000610,4,Abnormal choroid morphology
HP:0000611,4,Chorioretinal coloboma
HP:0000612,4,Iris coloboma
HP:0000613,4,Photophobia
HP:0000614,7,Abnormal nasolacrimal system morphology
HP:0000615,5,Abnormal pupil morphology
HP:0000616,4,Miosis
HP:0000617,4,Abnormality of ocular smooth pursuit
HP:0000618,6,Blindness
HP:0000619,5,Impaired convergence
HP:0000620,8,Dacryocystitis
HP:0000621,8,Entropion
HP:0000622,4,Blurred vision
HP:0000623,6,Supranuclear ophthalmoplegia
HP:0000624,8,Epicanthus
HP:0000625,9,Eyelid coloboma
HP:0000626,6,Palpebral edema
HP:0000627,6,Posterior embryotoxon
HP:0000628,4,Oculomotor apraxia
HP:0000629,5,Periorbital fullness
HP:0000630,4,Abnormal retinal artery morphology
HP:0000631,5,Retinal arterial tortuosity
HP:0000632,3,Lacrimation abnormality
HP:0000633,4,Decreased lacrimation
HP:0000634,5,Impaired ocular abduction
HP:0000635,6,Blue irides
HP:0000636,10,Upper eyelid coloboma
HP:0000637,10,Long palpebral fissure
HP:0000638,6,Hypoplasia of the iris
HP:0000639,5,Nystagmus
HP:0000640,6,Gaze-evoked nystagmus
HP:0000641,5,Dysmetric saccades
HP:0000642,6,Red-green dyschromatopsia
HP:0000643,7,Blepharospasm
HP:0000644,4,Proptosis
HP:0000645,4,Proptosis
HP:0000646,6,Amblyopia
HP:0000647,6,Sclerocornea
HP:0000648,7,Optic atrophy
HP:0000649,4,Abnormality of visual evoked potentials
HP:0000650,7,Abnormal amplitude of pattern reversal visual evoked potentials
HP:0000651,5,Diplopia
HP:0000652,10,Lower eyelid coloboma
HP:0000653,6,Sparse eyelashes
HP:0000654,7,Decreased light- and dark-adapted electroretinogram amplitude
HP:0000655,5,Vitreoretinopathy
HP:0000656,8,Ectropion
HP:0000657,4,Oculomotor apraxia
HP:0000658,5,Eyelid apraxia
HP:0000659,5,Peters anomaly
HP:0000660,5,Lipemia retinalis
HP:0000661,11,Palpebral fissure narrowing on adduction
HP:0000662,4,Nyctalopia
HP:0000663,4,Deeply set eye
HP:0000664,5,Synophrys
HP:0000665,5,Ectopia lentis
HP:0000666,6,Horizontal nystagmus
HP:0000667,3,Phthisis bulbi
HP:0000668,10,Hypodontia
HP:0000669,11,Widely-spaced maxillary central incisors
HP:0000670,9,Carious teeth
HP:0000671,4,Hypoplasia of dental enamel
HP:0000672,9,Increased number of teeth
HP:0000673,10,Conical incisor
HP:0000674,10,Anodontia
HP:0000675,11,Macrodontia of permanent maxillary central incisor
HP:0000676,8,Abnormality of the incisor
HP:0000677,10,Oligodontia
HP:0000678,9,Dental crowding
HP:0000679,10,Taurodontia
HP:0000680,9,Delayed eruption of primary teeth
HP:0000681,10,Agenesis of permanent teeth
HP:0000682,3,Abnormality of dental enamel
HP:0000683,4,Grayish enamel
HP:0000684,9,Delayed eruption of teeth
HP:0000685,9,Hypoplasia of teeth
HP:0000686,9,Delayed eruption of teeth
HP:0000687,9,Widely spaced teeth
HP:0000688,9,Hypoplasia of teeth
HP:0000689,9,Dental malocclusion
HP:0000690,12,Agenesis of maxillary lateral incisor
HP:0000691,9,Microdontia
HP:0000692,8,Misalignment of teeth
HP:0000693,8,Misalignment of teeth
HP:0000694,4,Shell teeth
HP:0000695,10,Natal tooth
HP:0000696,10,Delayed eruption of permanent teeth
HP:0000697,8,Abnormality of dental morphology
HP:0000698,9,Conical tooth
HP:0000699,9,Diastema
HP:0000700,8,Periapical bone loss
HP:0000701,8,Premature loss of teeth
HP:0000702,10,Oligodontia
HP:0000703,3,Dentinogenesis imperfecta
HP:0000704,5,Periodontitis
HP:0000705,4,Amelogenesis imperfecta
HP:0000706,9,Unerupted tooth
HP:0000707,1,Abnormality of the nervous system
HP:0000708,3,Behavioral abnormality
HP:0000709,4,Psychosis
HP:0000710,4,Hyperorality
HP:0000711,4,Restlessness
HP:0000712,5,Emotional lability
HP:0000713,5,Agitation
HP:0000714,5,Auditory hallucinations
HP:0000715,3,Behavioral abnormality
HP:0000716,5,Depressivity
HP:0000717,5,Autism
HP:0000718,6,Aggressive behavior
HP:0000719,5,Inappropriate behavior
HP:0000720,5,Mood swings
HP:0000721,4,Lack of spontaneous play
HP:0000722,4,Obsessive-compulsive behavior
HP:0000723,5,Restrictive behavior
HP:0000724,6,Polyphagia
HP:0000725,5,Psychotic episodes
HP:0000726,6,Dementia
HP:0000727,7,Frontal lobe dementia
HP:0000728,6,Impaired ability to form peer relationships
HP:0000729,4,Autistic behavior
HP:0000730,4,Intellectual disability
HP:0000731,5,Confusion
HP:0000732,4,Inflexible adherence to routines or rituals
HP:0000733,5,Stereotypy
HP:0000734,5,Disinhibition
HP:0000735,5,Impaired social interactions
HP:0000736,4,Short attention span
HP:0000737,5,Irritability
HP:0000738,4,Hallucinations
HP:0000739,6,Anxiety
HP:0000740,7,Episodic paroxysmal anxiety
HP:0000741,6,Apathy
HP:0000742,7,Self-mutilation
HP:0000743,4,Frontal release signs
HP:0000744,4,Low frustration tolerance
HP:0000745,5,Diminished motivation
HP:0000746,4,Delusions
HP:0000747,5,Memory impairment
